Roll no,exam score
EXA027949,59
EXA027950,74
EXA027951,71
EXA027952,69
EXA027953,52
EXA027954,81
EXA027955,65
EXA027956,75
EXA027957,69
EXA027958,88
EXA027959,59
EXA027960,59
EXA027961,53
EXA027962,70
EXA027963,72
EXA027964,70
EXA027965,81
EXA027966,62
EXA027967,83
EXA027968,80
EXA027969,63
EXA027970,54
EXA027971,69
EXA027972,60
EXA027973,59
EXA027974,81
EXA027975,55
EXA027976,74
EXA027977,67
EXA027978,75
EXA027979,70
EXA027980,68
EXA027981,67
EXA027982,72
EXA027983,80
EXA027984,66
EXA027985,72
EXA027986,68
EXA027987,67
EXA027988,73
EXA027989,69
EXA027990,65
EXA027991,76
EXA027992,71
EXA027993,83
EXA027994,69
EXA027995,68
EXA027996,70
EXA027997,80
EXA027998,80
EXA027999,50
EXA028000,70
EXA028001,58
EXA028002,73
EXA028003,66
EXA028004,62
EXA028005,64
EXA028006,68
EXA028007,80
EXA028008,67
EXA028009,70
EXA028010,67
EXA028011,58
EXA028012,68
EXA028013,75
EXA028014,79
EXA028015,82
EXA028016,56
EXA028017,70
EXA028018,75
EXA028019,59
EXA028020,69
EXA028021,52
EXA028022,47
EXA028023,82
EXA028024,71
EXA028025,60
EXA028026,70
EXA028027,50
EXA028028,54
EXA028029,50
EXA028030,54
EXA028031,70
EXA028032,63
EXA028033,83
EXA028034,75
EXA028035,73
EXA028036,70
EXA028037,70
EXA028038,73
EXA028039,63
EXA028040,87
EXA028041,80
EXA028042,67
EXA028043,70
EXA028044,83
EXA028045,73
EXA028046,83
EXA028047,62
EXA028048,70
EXA028049,63
EXA028050,69
EXA028051,71
EXA028052,77
EXA028053,60
EXA028054,74
EXA028055,80
EXA028056,73
EXA028057,88
EXA028058,65
EXA028059,53
EXA028060,63
EXA028061,62
EXA028062,65
EXA028063,62
EXA028064,54
EXA028065,53
EXA028066,59
EXA028067,72
EXA028068,69
EXA028069,73
EXA028070,57
EXA028071,54
EXA028072,77
EXA028073,81
EXA028074,62
EXA028075,64
EXA028076,64
EXA028077,53
EXA028078,71
EXA028079,70
EXA028080,73
EXA028081,73
EXA028082,70
EXA028083,81
EXA028084,71
EXA028085,77
EXA028086,62
EXA028087,60
EXA028088,71
EXA028089,70
EXA028090,66
EXA028091,69
EXA028092,50
EXA028093,59
EXA028094,69
EXA028095,50
EXA028096,80
EXA028097,75
EXA028098,70
EXA028099,74
EXA028100,78
EXA028101,87
EXA028102,50
EXA028103,68
EXA028104,62
EXA028105,60
EXA028106,69
EXA028107,63
EXA028108,66
EXA028109,58
EXA028110,81
EXA028111,77
EXA028112,88
EXA028113,80
EXA028114,71
EXA028115,71
EXA028116,70
EXA028117,67
EXA028118,64
EXA028119,44
EXA028120,66
EXA028121,72
EXA028122,77
EXA028123,53
EXA028124,80
EXA028125,54
EXA028126,54
EXA028127,70
EXA028128,62
EXA028129,80
EXA028130,69
EXA028131,70
EXA028132,71
EXA028133,75
EXA028134,80
EXA028135,55
EXA028136,66
EXA028137,59
EXA028138,67
EXA028139,70
EXA028140,70
EXA028141,52
EXA028142,73
EXA028143,85
EXA028144,64
EXA028145,75
EXA028146,66
EXA028147,55
EXA028148,70
EXA028149,81
EXA028150,78
EXA028151,77
EXA028152,49
EXA028153,77
EXA028154,77
EXA028155,62
EXA028156,62
EXA028157,60
EXA028158,62
EXA028159,54
EXA028160,58
EXA028161,62
EXA028162,69
EXA028163,64
EXA028164,70
EXA028165,81
EXA028166,49
EXA028167,62
EXA028168,66
EXA028169,73
EXA028170,70
EXA028171,59
EXA028172,67
EXA028173,54
EXA028174,54
EXA028175,70
EXA028176,61
EXA028177,60
EXA028178,81
EXA028179,64
EXA028180,70
EXA028181,62
EXA028182,58
EXA028183,61
EXA028184,71
EXA028185,78
EXA028186,55
EXA028187,66
EXA028188,68
EXA028189,54
EXA028190,80
EXA028191,67
EXA028192,67
EXA028193,56
EXA028194,69
EXA028195,63
EXA028196,52
EXA028197,62
EXA028198,70
EXA028199,73
EXA028200,66
EXA028201,70
EXA028202,72
EXA028203,71
EXA028204,55
EXA028205,61
EXA028206,94
EXA028207,55
EXA028208,70
EXA028209,62
EXA028210,81
EXA028211,76
EXA028212,60
EXA028213,74
EXA028214,60
EXA028215,56
EXA028216,62
EXA028217,64
EXA028218,63
EXA028219,66
EXA028220,62
EXA028221,81
EXA028222,62
EXA028223,64
EXA028224,68
EXA028225,71
EXA028226,52
EXA028227,70
EXA028228,80
EXA028229,70
EXA028230,63
EXA028231,64
EXA028232,71
EXA028233,63
EXA028234,77
EXA028235,68
EXA028236,58
EXA028237,80
EXA028238,71
EXA028239,67
EXA028240,53
EXA028241,62
EXA028242,83
EXA028243,65
EXA028244,60
EXA028245,67
EXA028246,70
EXA028247,74
EXA028248,70
EXA028249,62
EXA028250,70
EXA028251,52
EXA028252,71
EXA028253,87
EXA028254,87
EXA028255,78
EXA028256,73
EXA028257,73
EXA028258,73
EXA028259,67
EXA028260,61
EXA028261,83
EXA028262,62
EXA028263,69
EXA028264,61
EXA028265,82
EXA028266,54
EXA028267,83
EXA028268,56
EXA028269,71
EXA028270,60
EXA028271,94
EXA028272,54
EXA028273,59
EXA028274,51
EXA028275,74
EXA028276,71
EXA028277,73
EXA028278,52
EXA028279,71
EXA028280,81
EXA028281,59
EXA028282,61
EXA028283,63
EXA028284,53
EXA028285,73
EXA028286,67
EXA028287,80
EXA028288,73
EXA028289,81
EXA028290,54
EXA028291,62
EXA028292,77
EXA028293,61
EXA028294,77
EXA028295,70
EXA028296,64
EXA028297,69
EXA028298,73
EXA028299,58
EXA028300,71
EXA028301,81
EXA028302,83
EXA028303,62
EXA028304,64
EXA028305,60
EXA028306,85
EXA028307,55
EXA028308,70
EXA028309,79
EXA028310,67
EXA028311,52
EXA028312,60
EXA028313,77
EXA028314,80
EXA028315,80
EXA028316,54
EXA028317,74
EXA028318,70
EXA028319,69
EXA028320,83
EXA028321,61
EXA028322,71
EXA028323,77
EXA028324,67
EXA028325,64
EXA028326,62
EXA028327,67
EXA028328,71
EXA028329,64
EXA028330,71
EXA028331,63
EXA028332,61
EXA028333,66
EXA028334,70
EXA028335,62
EXA028336,65
EXA028337,68
EXA028338,52
EXA028339,67
EXA028340,73
EXA028341,70
EXA028342,73
EXA028343,61
EXA028344,62
EXA028345,71
EXA028346,71
EXA028347,60
EXA028348,62
EXA028349,77
EXA028350,68
EXA028351,69
EXA028352,70
EXA028353,73
EXA028354,60
EXA028355,77
EXA028356,62
EXA028357,88
EXA028358,38
EXA028359,62
EXA028360,47
EXA028361,62
EXA028362,67
EXA028363,72
EXA028364,70
EXA028365,73
EXA028366,49
EXA028367,77
EXA028368,74
EXA028369,77
EXA028370,70
EXA028371,81
EXA028372,67
EXA028373,68
EXA028374,81
EXA028375,60
EXA028376,73
EXA028377,62
EXA028378,38
EXA028379,60
EXA028380,66
EXA028381,70
EXA028382,85
EXA028383,68
EXA028384,59
EXA028385,83
EXA028386,77
EXA028387,69
EXA028388,63
EXA028389,62
EXA028390,49
EXA028391,68
EXA028392,55
EXA028393,66
EXA028394,88
EXA028395,70
EXA028396,71
EXA028397,82
EXA028398,77
EXA028399,71
EXA028400,63
EXA028401,66
EXA028402,70
EXA028403,64
EXA028404,71
EXA028405,55
EXA028406,50
EXA028407,70
EXA028408,62
EXA028409,67
EXA028410,60
EXA028411,52
EXA028412,60
EXA028413,67
EXA028414,63
EXA028415,65
EXA028416,61
EXA028417,77
EXA028418,52
EXA028419,59
EXA028420,82
EXA028421,54
EXA028422,66
EXA028423,59
EXA028424,61
EXA028425,87
EXA028426,70
EXA028427,77
EXA028428,64
EXA028429,59
EXA028430,61
EXA028431,72
EXA028432,73
EXA028433,73
EXA028434,67
EXA028435,80
EXA028436,62
EXA028437,60
EXA028438,81
EXA028439,70
EXA028440,61
EXA028441,81
EXA028442,80
EXA028443,87
EXA028444,61
EXA028445,62
EXA028446,72
EXA028447,77
EXA028448,55
EXA028449,62
EXA028450,60
EXA028451,54
EXA028452,73
EXA028453,69
EXA028454,69
EXA028455,69
EXA028456,70
EXA028457,70
EXA028458,58
EXA028459,49
EXA028460,62
EXA028461,57
EXA028462,75
EXA028463,80
EXA028464,87
EXA028465,62
EXA028466,67
EXA028467,62
EXA028468,70
EXA028469,70
EXA028470,73
EXA028471,65
EXA028472,73
EXA028473,70
EXA028474,73
EXA028475,58
EXA028476,59
EXA028477,77
EXA028478,83
EXA028479,53
EXA028480,75
EXA028481,68
EXA028482,47
EXA028483,70
EXA028484,82
EXA028485,67
EXA028486,80
EXA028487,69
EXA028488,53
EXA028489,68
EXA028490,52
EXA028491,70
EXA028492,54
EXA028493,76
EXA028494,68
EXA028495,72
EXA028496,71
EXA028497,73
EXA028498,67
EXA028499,54
EXA028500,77
EXA028501,70
EXA028502,54
EXA028503,73
EXA028504,83
EXA028505,60
EXA028506,74
EXA028507,70
EXA028508,80
EXA028509,49
EXA028510,75
EXA028511,75
EXA028512,81
EXA028513,62
EXA028514,44
EXA028515,62
EXA028516,61
EXA028517,68
EXA028518,52
EXA028519,79
EXA028520,56
EXA028521,70
EXA028522,62
EXA028523,71
EXA028524,73
EXA028525,59
EXA028526,71
EXA028527,60
EXA028528,88
EXA028529,69
EXA028530,52
EXA028531,71
EXA028532,67
EXA028533,69
EXA028534,79
EXA028535,83
EXA028536,72
EXA028537,85
EXA028538,82
EXA028539,61
EXA028540,70
EXA028541,70
EXA028542,73
EXA028543,70
EXA028544,60
EXA028545,71
EXA028546,87
EXA028547,74
EXA028548,55
EXA028549,73
EXA028550,59
EXA028551,77
EXA028552,59
EXA028553,54
EXA028554,62
EXA028555,79
EXA028556,58
EXA028557,88
EXA028558,67
EXA028559,73
EXA028560,75
EXA028561,74
EXA028562,73
EXA028563,73
EXA028564,73
EXA028565,68
EXA028566,80
EXA028567,60
EXA028568,87
EXA028569,83
EXA028570,54
EXA028571,73
EXA028572,85
EXA028573,63
EXA028574,71
EXA028575,73
EXA028576,62
EXA028577,70
EXA028578,73
EXA028579,78
EXA028580,80
EXA028581,75
EXA028582,83
EXA028583,62
EXA028584,65
EXA028585,70
EXA028586,74
EXA028587,83
EXA028588,70
EXA028589,71
EXA028590,69
EXA028591,62
EXA028592,68
EXA028593,73
EXA028594,70
EXA028595,63
EXA028596,62
EXA028597,62
EXA028598,77
EXA028599,81
EXA028600,71
EXA028601,67
EXA028602,62
EXA028603,67
EXA028604,69
EXA028605,62
EXA028606,61
EXA028607,70
EXA028608,80
EXA028609,52
EXA028610,64
EXA028611,80
EXA028612,82
EXA028613,81
EXA028614,73
EXA028615,71
EXA028616,54
EXA028617,67
EXA028618,62
EXA028619,85
EXA028620,68
EXA028621,63
EXA028622,64
EXA028623,83
EXA028624,44
EXA028625,70
EXA028626,66
EXA028627,80
EXA028628,88
EXA028629,44
EXA028630,68
EXA028631,69
EXA028632,69
EXA028633,38
EXA028634,61
EXA028635,62
EXA028636,61
EXA028637,62
EXA028638,55
EXA028639,71
EXA028640,71
EXA028641,62
EXA028642,77
EXA028643,66
EXA028644,69
EXA028645,70
EXA028646,73
EXA028647,62
EXA028648,77
EXA028649,73
EXA028650,61
EXA028651,56
EXA028652,67
EXA028653,59
EXA028654,71
EXA028655,67
EXA028656,54
EXA028657,69
EXA028658,69
EXA028659,81
EXA028660,56
EXA028661,73
EXA028662,55
EXA028663,70
EXA028664,72
EXA028665,73
EXA028666,69
EXA028667,63
EXA028668,70
EXA028669,55
EXA028670,83
EXA028671,60
EXA028672,72
EXA028673,66
EXA028674,64
EXA028675,60
EXA028676,73
EXA028677,54
EXA028678,77
EXA028679,62
EXA028680,94
EXA028681,83
EXA028682,75
EXA028683,68
EXA028684,68
EXA028685,69
EXA028686,81
EXA028687,87
EXA028688,81
EXA028689,80
EXA028690,54
EXA028691,62
EXA028692,64
EXA028693,53
EXA028694,66
EXA028695,70
EXA028696,64
EXA028697,71
EXA028698,68
EXA028699,77
EXA028700,70
EXA028701,62
EXA028702,67
EXA028703,60
EXA028704,68
EXA028705,60
EXA028706,67
EXA028707,83
EXA028708,81
EXA028709,54
EXA028710,74
EXA028711,74
EXA028712,75
EXA028713,71
EXA028714,50
EXA028715,63
EXA028716,73
EXA028717,88
EXA028718,69
EXA028719,70
EXA028720,77
EXA028721,64
EXA028722,59
EXA028723,61
EXA028724,55
EXA028725,73
EXA028726,75
EXA028727,50
EXA028728,62
EXA028729,64
EXA028730,72
EXA028731,62
EXA028732,64
EXA028733,74
EXA028734,59
EXA028735,57
EXA028736,58
EXA028737,61
EXA028738,73
EXA028739,69
EXA028740,77
EXA028741,61
EXA028742,58
EXA028743,75
EXA028744,85
EXA028745,70
EXA028746,88
EXA028747,83
EXA028748,66
EXA028749,80
EXA028750,82
EXA028751,77
EXA028752,64
EXA028753,66
EXA028754,68
EXA028755,70
EXA028756,62
EXA028757,74
EXA028758,60
EXA028759,88
EXA028760,81
EXA028761,73
EXA028762,55
EXA028763,71
EXA028764,80
EXA028765,72
EXA028766,83
EXA028767,66
EXA028768,77
EXA028769,67
EXA028770,64
EXA028771,67
EXA028772,72
EXA028773,67
EXA028774,71
EXA028775,71
EXA028776,80
EXA028777,54
EXA028778,65
EXA028779,77
EXA028780,59
EXA028781,83
EXA028782,64
EXA028783,81
EXA028784,77
EXA028785,61
EXA028786,59
EXA028787,73
EXA028788,75
EXA028789,65
EXA028790,80
EXA028791,70
EXA028792,64
EXA028793,68
EXA028794,70
EXA028795,54
EXA028796,70
EXA028797,80
EXA028798,72
EXA028799,81
EXA028800,60
EXA028801,62
EXA028802,70
EXA028803,70
EXA028804,73
EXA028805,77
EXA028806,72
EXA028807,79
EXA028808,67
EXA028809,69
EXA028810,63
EXA028811,69
EXA028812,80
EXA028813,67
EXA028814,73
EXA028815,62
EXA028816,71
EXA028817,59
EXA028818,79
EXA028819,80
EXA028820,67
EXA028821,60
EXA028822,67
EXA028823,59
EXA028824,52
EXA028825,80
EXA028826,73
EXA028827,71
EXA028828,64
EXA028829,60
EXA028830,77
EXA028831,82
EXA028832,62
EXA028833,77
EXA028834,70
EXA028835,71
EXA028836,55
EXA028837,48
EXA028838,62
EXA028839,66
EXA028840,62
EXA028841,73
EXA028842,59
EXA028843,61
EXA028844,68
EXA028845,63
EXA028846,62
EXA028847,74
EXA028848,73
EXA028849,67
EXA028850,71
EXA028851,66
EXA028852,48
EXA028853,82
EXA028854,65
EXA028855,56
EXA028856,70
EXA028857,67
EXA028858,50
EXA028859,66
EXA028860,62
EXA028861,68
EXA028862,81
EXA028863,54
EXA028864,67
EXA028865,54
EXA028866,68
EXA028867,64
EXA028868,62
EXA028869,69
EXA028870,69
EXA028871,68
EXA028872,67
EXA028873,72
EXA028874,70
EXA028875,61
EXA028876,83
EXA028877,67
EXA028878,70
EXA028879,70
EXA028880,44
EXA028881,71
EXA028882,70
EXA028883,63
EXA028884,81
EXA028885,60
EXA028886,60
EXA028887,68
EXA028888,62
EXA028889,62
EXA028890,73
EXA028891,73
EXA028892,70
EXA028893,68
EXA028894,59
EXA028895,52
EXA028896,73
EXA028897,77
EXA028898,55
EXA028899,69
EXA028900,78
EXA028901,77
EXA028902,66
EXA028903,65
EXA028904,70
EXA028905,58
EXA028906,65
EXA028907,68
EXA028908,64
EXA028909,63
EXA028910,68
EXA028911,87
EXA028912,66
EXA028913,71
EXA028914,61
EXA028915,53
EXA028916,80
EXA028917,94
EXA028918,83
EXA028919,70
EXA028920,74
EXA028921,70
EXA028922,80
EXA028923,87
EXA028924,83
EXA028925,69
EXA028926,70
EXA028927,66
EXA028928,73
EXA028929,60
EXA028930,73
EXA028931,67
EXA028932,81
EXA028933,80
EXA028934,73
EXA028935,73
EXA028936,62
EXA028937,73
EXA028938,58
EXA028939,82
EXA028940,67
EXA028941,80
EXA028942,69
EXA028943,81
EXA028944,72
EXA028945,73
EXA028946,67
EXA028947,71
EXA028948,69
EXA028949,59
EXA028950,70
EXA028951,77
EXA028952,70
EXA028953,61
EXA028954,67
EXA028955,62
EXA028956,73
EXA028957,58
EXA028958,62
EXA028959,58
EXA028960,69
EXA028961,70
EXA028962,50
EXA028963,73
EXA028964,72
EXA028965,82
EXA028966,50
EXA028967,58
EXA028968,62
EXA028969,72
EXA028970,87
EXA028971,64
EXA028972,80
EXA028973,60
EXA028974,80
EXA028975,79
EXA028976,61
EXA028977,70
EXA028978,83
EXA028979,79
EXA028980,44
EXA028981,70
EXA028982,68
EXA028983,70
EXA028984,76
EXA028985,62
EXA028986,66
EXA028987,77
EXA028988,76
EXA028989,67
EXA028990,64
EXA028991,73
EXA028992,71
EXA028993,68
EXA028994,77
EXA028995,50
EXA028996,67
EXA028997,53
EXA028998,59
EXA028999,73
EXA029000,70
EXA029001,70
EXA029002,64
EXA029003,70
EXA029004,70
EXA029005,71
EXA029006,62
EXA029007,44
EXA029008,59
EXA029009,94
EXA029010,66
EXA029011,69
EXA029012,70
EXA029013,60
EXA029014,80
EXA029015,80
EXA029016,69
EXA029017,64
EXA029018,67
EXA029019,77
EXA029020,67
EXA029021,66
EXA029022,63
EXA029023,60
EXA029024,54
EXA029025,62
EXA029026,66
EXA029027,71
EXA029028,53
EXA029029,59
EXA029030,87
EXA029031,68
EXA029032,81
EXA029033,77
EXA029034,60
EXA029035,57
EXA029036,77
EXA029037,83
EXA029038,61
EXA029039,72
EXA029040,71
EXA029041,65
EXA029042,77
EXA029043,68
EXA029044,69
EXA029045,71
EXA029046,69
EXA029047,75
EXA029048,77
EXA029049,60
EXA029050,77
EXA029051,66
EXA029052,74
EXA029053,60
EXA029054,77
EXA029055,61
EXA029056,64
EXA029057,62
EXA029058,68
EXA029059,73
EXA029060,63
EXA029061,78
EXA029062,73
EXA029063,59
EXA029064,81
EXA029065,87
EXA029066,64
EXA029067,49
EXA029068,66
EXA029069,70
EXA029070,69
EXA029071,75
EXA029072,68
EXA029073,71
EXA029074,62
EXA029075,88
EXA029076,77
EXA029077,70
EXA029078,60
EXA029079,70
EXA029080,68
EXA029081,73
EXA029082,70
EXA029083,68
EXA029084,69
EXA029085,69
EXA029086,81
EXA029087,70
EXA029088,77
EXA029089,69
EXA029090,73
EXA029091,80
EXA029092,80
EXA029093,67
EXA029094,64
EXA029095,70
EXA029096,61
EXA029097,80
EXA029098,82
EXA029099,70
EXA029100,63
EXA029101,66
EXA029102,70
EXA029103,56
EXA029104,73
EXA029105,62
EXA029106,70
EXA029107,67
EXA029108,62
EXA029109,83
EXA029110,69
EXA029111,57
EXA029112,60
EXA029113,70
EXA029114,59
EXA029115,62
EXA029116,71
EXA029117,68
EXA029118,73
EXA029119,54
EXA029120,79
EXA029121,53
EXA029122,47
EXA029123,67
EXA029124,63
EXA029125,72
EXA029126,83
EXA029127,82
EXA029128,73
EXA029129,70
EXA029130,76
EXA029131,70
EXA029132,73
EXA029133,57
EXA029134,69
EXA029135,68
EXA029136,67
EXA029137,71
EXA029138,59
EXA029139,80
EXA029140,62
EXA029141,87
EXA029142,64
EXA029143,62
EXA029144,66
EXA029145,73
EXA029146,64
EXA029147,60
EXA029148,38
EXA029149,75
EXA029150,62
EXA029151,62
EXA029152,60
EXA029153,69
EXA029154,72
EXA029155,52
EXA029156,55
EXA029157,62
EXA029158,80
EXA029159,62
EXA029160,67
EXA029161,81
EXA029162,47
EXA029163,61
EXA029164,59
EXA029165,67
EXA029166,69
EXA029167,67
EXA029168,67
EXA029169,64
EXA029170,63
EXA029171,62
EXA029172,64
EXA029173,70
EXA029174,67
EXA029175,70
EXA029176,60
EXA029177,61
EXA029178,49
EXA029179,69
EXA029180,71
EXA029181,50
EXA029182,71
EXA029183,60
EXA029184,64
EXA029185,58
EXA029186,71
EXA029187,70
EXA029188,62
EXA029189,71
EXA029190,49
EXA029191,60
EXA029192,54
EXA029193,61
EXA029194,70
EXA029195,80
EXA029196,77
EXA029197,88
EXA029198,70
EXA029199,63
EXA029200,62
EXA029201,57
EXA029202,66
EXA029203,68
EXA029204,88
EXA029205,69
EXA029206,87
EXA029207,70
EXA029208,71
EXA029209,73
EXA029210,75
EXA029211,50
EXA029212,61
EXA029213,64
EXA029214,77
EXA029215,62
EXA029216,53
EXA029217,77
EXA029218,55
EXA029219,52
EXA029220,77
EXA029221,69
EXA029222,44
EXA029223,74
EXA029224,80
EXA029225,81
EXA029226,68
EXA029227,55
EXA029228,62
EXA029229,62
EXA029230,69
EXA029231,74
EXA029232,54
EXA029233,83
EXA029234,67
EXA029235,62
EXA029236,62
EXA029237,69
EXA029238,79
EXA029239,61
EXA029240,69
EXA029241,83
EXA029242,70
EXA029243,73
EXA029244,69
EXA029245,66
EXA029246,69
EXA029247,62
EXA029248,70
EXA029249,75
EXA029250,83
EXA029251,68
EXA029252,59
EXA029253,80
EXA029254,65
EXA029255,62
EXA029256,83
EXA029257,77
EXA029258,63
EXA029259,66
EXA029260,59
EXA029261,71
EXA029262,63
EXA029263,94
EXA029264,81
EXA029265,62
EXA029266,68
EXA029267,80
EXA029268,62
EXA029269,69
EXA029270,67
EXA029271,81
EXA029272,70
EXA029273,60
EXA029274,67
EXA029275,68
EXA029276,77
EXA029277,66
EXA029278,67
EXA029279,68
EXA029280,73
EXA029281,53
EXA029282,67
EXA029283,65
EXA029284,63
EXA029285,71
EXA029286,77
EXA029287,52
EXA029288,69
EXA029289,77
EXA029290,73
EXA029291,69
EXA029292,67
EXA029293,80
EXA029294,70
EXA029295,62
EXA029296,77
EXA029297,59
EXA029298,94
EXA029299,68
EXA029300,59
EXA029301,67
EXA029302,80
EXA029303,68
EXA029304,70
EXA029305,80
EXA029306,75
EXA029307,70
EXA029308,54
EXA029309,70
EXA029310,70
EXA029311,75
EXA029312,54
EXA029313,64
EXA029314,52
EXA029315,73
EXA029316,73
EXA029317,69
EXA029318,85
EXA029319,66
EXA029320,69
EXA029321,67
EXA029322,71
EXA029323,50
EXA029324,70
EXA029325,62
EXA029326,81
EXA029327,54
EXA029328,54
EXA029329,69
EXA029330,52
EXA029331,62
EXA029332,71
EXA029333,69
EXA029334,57
EXA029335,69
EXA029336,53
EXA029337,64
EXA029338,55
EXA029339,64
EXA029340,55
EXA029341,62
EXA029342,66
EXA029343,81
EXA029344,67
EXA029345,73
EXA029346,56
EXA029347,69
EXA029348,80
EXA029349,67
EXA029350,88
EXA029351,81
EXA029352,62
EXA029353,76
EXA029354,47
EXA029355,58
EXA029356,59
EXA029357,62
EXA029358,69
EXA029359,71
EXA029360,60
EXA029361,74
EXA029362,58
EXA029363,77
EXA029364,82
EXA029365,80
EXA029366,83
EXA029367,71
EXA029368,64
EXA029369,64
EXA029370,81
EXA029371,71
EXA029372,70
EXA029373,72
EXA029374,60
EXA029375,69
EXA029376,73
EXA029377,73
EXA029378,70
EXA029379,71
EXA029380,73
EXA029381,75
EXA029382,70
EXA029383,59
EXA029384,69
EXA029385,50
EXA029386,54
EXA029387,69
EXA029388,50
EXA029389,68
EXA029390,75
EXA029391,60
EXA029392,80
EXA029393,78
EXA029394,59
EXA029395,52
EXA029396,78
EXA029397,62
EXA029398,60
EXA029399,62
EXA029400,53
EXA029401,66
EXA029402,62
EXA029403,63
EXA029404,54
EXA029405,59
EXA029406,68
EXA029407,78
EXA029408,69
EXA029409,80
EXA029410,61
EXA029411,64
EXA029412,81
EXA029413,70
EXA029414,72
EXA029415,70
EXA029416,59
EXA029417,56
EXA029418,73
EXA029419,67
EXA029420,63
EXA029421,74
EXA029422,80
EXA029423,70
EXA029424,69
EXA029425,71
EXA029426,75
EXA029427,66
EXA029428,71
EXA029429,75
EXA029430,81
EXA029431,67
EXA029432,62
EXA029433,62
EXA029434,52
EXA029435,70
EXA029436,71
EXA029437,60
EXA029438,73
EXA029439,80
EXA029440,73
EXA029441,61
EXA029442,76
EXA029443,87
EXA029444,66
EXA029445,62
EXA029446,64
EXA029447,53
EXA029448,77
EXA029449,62
EXA029450,60
EXA029451,62
EXA029452,67
EXA029453,69
EXA029454,62
EXA029455,58
EXA029456,64
EXA029457,81
EXA029458,65
EXA029459,71
EXA029460,77
EXA029461,66
EXA029462,73
EXA029463,44
EXA029464,69
EXA029465,94
EXA029466,50
EXA029467,62
EXA029468,70
EXA029469,61
EXA029470,73
EXA029471,69
EXA029472,73
EXA029473,70
EXA029474,73
EXA029475,58
EXA029476,75
EXA029477,63
EXA029478,61
EXA029479,63
EXA029480,58
EXA029481,68
EXA029482,73
EXA029483,59
EXA029484,67
EXA029485,67
EXA029486,77
EXA029487,87
EXA029488,62
EXA029489,71
EXA029490,52
EXA029491,70
EXA029492,73
EXA029493,75
EXA029494,80
EXA029495,72
EXA029496,71
EXA029497,55
EXA029498,54
EXA029499,71
EXA029500,77
EXA029501,70
EXA029502,62
EXA029503,65
EXA029504,83
EXA029505,60
EXA029506,69
EXA029507,70
EXA029508,80
EXA029509,62
EXA029510,58
EXA029511,66
EXA029512,75
EXA029513,62
EXA029514,81
EXA029515,70
EXA029516,61
EXA029517,68
EXA029518,52
EXA029519,80
EXA029520,77
EXA029521,70
EXA029522,83
EXA029523,81
EXA029524,73
EXA029525,73
EXA029526,53
EXA029527,80
EXA029528,60
EXA029529,58
EXA029530,74
EXA029531,75
EXA029532,54
EXA029533,77
EXA029534,75
EXA029535,72
EXA029536,65
EXA029537,94
EXA029538,67
EXA029539,74
EXA029540,64
EXA029541,70
EXA029542,73
EXA029543,66
EXA029544,60
EXA029545,71
EXA029546,68
EXA029547,74
EXA029548,88
EXA029549,54
EXA029550,61
EXA029551,77
EXA029552,54
EXA029553,71
EXA029554,62
EXA029555,72
EXA029556,73
EXA029557,75
EXA029558,82
EXA029559,64
EXA029560,49
EXA029561,70
EXA029562,94
EXA029563,71
EXA029564,73
EXA029565,83
EXA029566,59
EXA029567,69
EXA029568,69
EXA029569,63
EXA029570,75
EXA029571,73
EXA029572,52
EXA029573,62
EXA029574,80
EXA029575,52
EXA029576,59
EXA029577,70
EXA029578,73
EXA029579,67
EXA029580,70
EXA029581,73
EXA029582,63
EXA029583,68
EXA029584,81
EXA029585,77
EXA029586,88
EXA029587,49
EXA029588,70
EXA029589,71
EXA029590,71
EXA029591,69
EXA029592,68
EXA029593,73
EXA029594,53
EXA029595,81
EXA029596,62
EXA029597,73
EXA029598,77
EXA029599,81
EXA029600,71
EXA029601,70
EXA029602,62
EXA029603,67
EXA029604,64
EXA029605,60
EXA029606,61
EXA029607,80
EXA029608,80
EXA029609,52
EXA029610,70
EXA029611,70
EXA029612,58
EXA029613,81
EXA029614,64
EXA029615,71
EXA029616,64
EXA029617,67
EXA029618,69
EXA029619,85
EXA029620,54
EXA029621,71
EXA029622,80
EXA029623,83
EXA029624,83
EXA029625,61
EXA029626,66
EXA029627,72
EXA029628,82
EXA029629,70
EXA029630,68
EXA029631,70
EXA029632,69
EXA029633,52
EXA029634,60
EXA029635,62
EXA029636,59
EXA029637,53
EXA029638,75
EXA029639,71
EXA029640,59
EXA029641,80
EXA029642,72
EXA029643,68
EXA029644,69
EXA029645,70
EXA029646,73
EXA029647,62
EXA029648,77
EXA029649,73
EXA029650,61
EXA029651,72
EXA029652,54
EXA029653,47
EXA029654,63
EXA029655,67
EXA029656,54
EXA029657,73
EXA029658,69
EXA029659,81
EXA029660,80
EXA029661,70
EXA029662,55
EXA029663,69
EXA029664,64
EXA029665,82
EXA029666,80
EXA029667,58
EXA029668,72
EXA029669,55
EXA029670,69
EXA029671,60
EXA029672,60
EXA029673,66
EXA029674,75
EXA029675,60
EXA029676,80
EXA029677,88
EXA029678,68
EXA029679,68
EXA029680,94
EXA029681,62
EXA029682,66
EXA029683,77
EXA029684,68
EXA029685,77
EXA029686,69
EXA029687,54
EXA029688,72
EXA029689,63
EXA029690,72
EXA029691,73
EXA029692,69
EXA029693,53
EXA029694,66
EXA029695,70
EXA029696,64
