Roll no,test preparation ,gender,parental level of education,lunch,Section,practical score,viva score,exam score
EXA023785,completed,female,associate's degree,free/reduced,Section C,63,90,63
EXA023786,none,female,high school,free/reduced,Section D,56,77,80
EXA023787,completed,female,associate's degree,standard,Section C,58,66,73
EXA023788,none,male,master's degree,free/reduced,Section B,77,81,71
EXA023789,completed,female,some high school,standard,Section E,82,64,36
EXA023790,completed,female,high school,free/reduced,Section D,51,69,66
EXA023791,none,female,high school,standard,Section E,92,77,88
EXA023792,completed,female,some college,free/reduced,Section C,87,77,57
EXA023793,completed,female,high school,free/reduced,Section D,88,56,73
EXA023794,none,female,high school,standard,Section C,77,79,78
EXA023795,completed,male,bachelor's degree,free/reduced,Section B,62,77,80
EXA023796,completed,male,high school,standard,Section C,61,70,33
EXA023797,completed,male,some high school,free/reduced,Section B,65,83,59
EXA023798,completed,female,high school,standard,Section C,84,78,52
EXA023799,none,female,some college,standard,Section B,30,69,46
EXA023800,completed,male,some college,standard,Section C,63,56,89
EXA023801,completed,female,some college,free/reduced,Section B,79,77,59
EXA023802,completed,female,some high school,standard,Section C,51,57,74
EXA023803,none,male,high school,standard,Section C,66,76,57
EXA023804,none,female,some high school,standard,Section D,63,73,81
EXA023805,completed,male,high school,standard,Section D,71,99,95
EXA023806,none,male,bachelor's degree,standard,Section B,69,82,42
EXA023807,none,male,high school,standard,Section E,70,79,76
EXA023808,none,male,associate's degree,standard,Section E,67,79,89
EXA023809,none,female,some high school,standard,Section B,53,83,91
EXA023810,completed,female,some college,standard,Section C,50,53,68
EXA023811,completed,male,high school,standard,Section E,59,60,85
EXA023812,none,male,some high school,standard,Section D,54,56,60
EXA023813,completed,male,high school,free/reduced,Section C,81,58,58
EXA023814,none,male,some high school,free/reduced,Section B,69,50,61
EXA023815,none,male,high school,free/reduced,Section D,87,49,75
EXA023816,none,male,some high school,standard,Section C,88,72,38
EXA023817,completed,female,high school,free/reduced,Section E,52,69,74
EXA023818,completed,male,associate's degree,free/reduced,Section A,60,77,83
EXA023819,none,female,associate's degree,free/reduced,Section E,77,75,97
EXA023820,none,female,associate's degree,standard,Section B,47,72,87
EXA023821,completed,male,some high school,standard,Section A,76,68,78
EXA023822,completed,male,high school,free/reduced,Section C,92,45,95
EXA023823,none,female,associate's degree,free/reduced,Section C,87,56,64
EXA023824,none,female,some college,free/reduced,Section A,74,71,74
EXA023825,none,male,some high school,standard,Section C,67,73,53
EXA023826,completed,female,high school,standard,Section D,56,70,63
EXA023827,none,female,associate's degree,standard,Section E,84,84,60
EXA023828,completed,male,associate's degree,standard,Section D,73,63,84
EXA023829,completed,female,some high school,free/reduced,Section C,75,72,74
EXA023830,none,male,associate's degree,free/reduced,Section C,70,89,72
EXA023831,completed,female,some high school,free/reduced,Section D,79,85,74
EXA023832,none,male,some high school,standard,Section E,86,68,56
EXA023833,none,female,associate's degree,standard,Section B,77,75,77
EXA023834,none,male,high school,free/reduced,Section D,58,98,83
EXA023835,none,male,associate's degree,standard,Section D,70,81,73
EXA023836,none,male,some high school,free/reduced,Section C,69,40,89
EXA023837,completed,male,associate's degree,free/reduced,Section B,94,75,63
EXA023838,none,male,some college,standard,Section D,76,82,78
EXA023839,none,male,high school,free/reduced,Section C,71,65,100
EXA023840,none,female,some high school,standard,Section C,76,81,88
EXA023841,none,male,some college,standard,Section B,85,63,68
EXA023842,completed,male,some college,standard,Section E,94,57,52
EXA023843,none,female,some college,standard,Section C,91,66,93
EXA023844,completed,male,bachelor's degree,free/reduced,Section C,100,63,79
EXA023845,none,male,bachelor's degree,free/reduced,Section B,65,89,81
EXA023846,none,female,high school,standard,Section A,68,61,75
EXA023847,none,male,high school,standard,Section C,59,98,67
EXA023848,none,female,high school,free/reduced,Section D,73,94,80
EXA023849,none,male,some high school,free/reduced,Section C,76,97,88
EXA023850,none,male,high school,standard,Section C,86,61,80
EXA023851,completed,female,some college,standard,Section D,75,76,97
EXA023852,completed,female,high school,free/reduced,Section B,68,91,75
EXA023853,none,male,bachelor's degree,standard,Section C,68,81,60
EXA023854,none,male,associate's degree,standard,Section A,59,95,60
EXA023855,none,female,some college,standard,Section D,84,56,55
EXA023856,none,male,high school,free/reduced,Section D,67,67,51
EXA023857,none,male,bachelor's degree,standard,Section C,59,66,63
EXA023858,completed,female,bachelor's degree,standard,Section B,58,59,83
EXA023859,completed,female,some college,standard,Section C,72,56,60
EXA023860,none,male,associate's degree,standard,Section C,61,57,88
EXA023861,completed,male,some high school,standard,Section D,55,77,77
EXA023862,none,female,some college,standard,Section C,41,90,66
EXA023863,none,female,some high school,standard,Section D,36,77,74
EXA023864,none,male,high school,standard,Section C,84,78,61
EXA023865,none,male,some high school,standard,Section B,57,66,64
EXA023866,none,female,high school,standard,Section C,81,55,80
EXA023867,none,male,some high school,free/reduced,Section C,59,90,78
EXA023868,none,male,associate's degree,standard,Section C,66,61,60
EXA023869,completed,male,associate's degree,standard,Section D,65,81,81
EXA023870,completed,male,associate's degree,free/reduced,Section C,65,68,72
EXA023871,completed,male,some college,standard,Section D,53,92,71
EXA023872,none,male,associate's degree,standard,Section D,79,71,82
EXA023873,none,female,some college,free/reduced,Section D,89,62,80
EXA023874,completed,female,master's degree,standard,Section D,85,48,67
EXA023875,completed,male,associate's degree,free/reduced,Section A,79,92,52
EXA023876,completed,male,high school,free/reduced,Section E,83,60,80
EXA023877,completed,female,some college,free/reduced,Section C,62,25,51
EXA023878,completed,female,high school,free/reduced,Section C,64,75,81
EXA023879,completed,male,some high school,standard,Section B,66,62,74
EXA023880,completed,female,master's degree,standard,Section C,36,80,100
EXA023881,none,male,some college,standard,Section C,74,88,79
EXA023882,none,male,high school,free/reduced,Section E,85,71,80
EXA023883,completed,female,high school,standard,Section B,44,68,76
EXA023884,none,male,associate's degree,free/reduced,Section B,68,78,78
EXA023885,none,male,high school,standard,Section B,59,82,47
EXA023886,completed,male,bachelor's degree,standard,Section C,64,63,57
EXA023887,completed,female,some college,standard,Section E,62,77,55
EXA023888,none,male,some college,standard,Section D,45,56,57
EXA023889,completed,female,associate's degree,standard,Section A,85,70,50
EXA023890,none,female,associate's degree,standard,Section C,45,69,53
EXA023891,completed,male,some college,standard,Section D,81,79,60
EXA023892,none,male,bachelor's degree,free/reduced,Section D,65,77,74
EXA023893,completed,female,high school,standard,Section B,48,81,77
EXA023894,none,male,associate's degree,free/reduced,Section B,59,75,82
EXA023895,completed,male,high school,standard,Section A,80,64,69
EXA023896,none,male,some high school,standard,Section C,66,66,74
EXA023897,completed,female,some high school,free/reduced,Section C,80,88,38
EXA023898,none,male,associate's degree,standard,Section D,47,62,59
EXA023899,completed,male,high school,standard,Section B,74,69,74
EXA023900,none,female,high school,standard,Section C,55,79,68
EXA023901,none,female,associate's degree,standard,Section B,100,60,70
EXA023902,completed,male,high school,standard,Section C,83,73,87
EXA023903,none,female,some college,standard,Section C,76,45,57
EXA023904,none,male,high school,free/reduced,Section C,87,80,67
EXA023905,completed,male,some college,standard,Section E,28,57,86
EXA023906,none,male,some college,free/reduced,Section C,76,64,87
EXA023907,completed,female,some high school,free/reduced,Section B,86,78,70
EXA023908,none,female,some college,standard,Section B,65,82,73
EXA023909,none,female,some college,free/reduced,Section E,88,50,94
EXA023910,completed,male,bachelor's degree,standard,Section D,87,69,85
EXA023911,none,female,some college,standard,Section B,51,50,44
EXA023912,completed,female,bachelor's degree,standard,Section B,67,57,78
EXA023913,completed,female,some college,standard,Section B,70,84,80
EXA023914,none,female,bachelor's degree,standard,Section D,72,68,69
EXA023915,completed,female,some high school,standard,Section E,75,79,87
EXA023916,none,male,high school,standard,Section A,83,72,55
EXA023917,none,male,some college,free/reduced,Section C,82,61,53
EXA023918,none,female,associate's degree,standard,Section D,77,59,66
EXA023919,completed,male,some college,standard,Section E,80,88,54
EXA023920,none,female,some college,standard,Section B,67,66,86
EXA023921,none,female,high school,standard,Section A,80,88,59
EXA023922,none,male,bachelor's degree,free/reduced,Section B,58,84,99
EXA023923,completed,female,some college,free/reduced,Section B,59,72,94
EXA023924,none,female,high school,standard,Section C,96,56,92
EXA023925,completed,male,some college,standard,Section E,57,39,57
EXA023926,completed,female,high school,free/reduced,Section D,70,84,67
EXA023927,completed,male,some college,free/reduced,Section D,83,40,85
EXA023928,none,male,some high school,standard,Section C,68,75,77
EXA023929,completed,male,associate's degree,standard,Section A,82,78,94
EXA023930,completed,male,associate's degree,standard,Section E,46,56,53
EXA023931,completed,male,some high school,standard,Section D,80,63,67
EXA023932,none,female,associate's degree,free/reduced,Section E,57,68,58
EXA023933,none,male,high school,standard,Section C,74,63,59
EXA023934,completed,female,some college,free/reduced,Section C,53,70,56
EXA023935,none,female,bachelor's degree,standard,Section D,76,73,57
EXA023936,none,male,some college,free/reduced,Section E,80,54,73
EXA023937,none,male,some high school,standard,Section C,68,72,88
EXA023938,completed,male,associate's degree,standard,Section D,69,70,77
EXA023939,none,male,some college,standard,Section D,32,53,90
EXA023940,none,male,some college,free/reduced,Section C,82,48,70
EXA023941,completed,female,some high school,free/reduced,Section C,57,93,58
EXA023942,completed,female,bachelor's degree,standard,Section C,69,56,82
EXA023943,none,female,associate's degree,free/reduced,Section D,68,65,57
EXA023944,none,female,associate's degree,standard,Section B,74,53,80
EXA023945,completed,male,some college,standard,Section C,89,49,68
EXA023946,none,female,high school,standard,Section E,46,54,93
EXA023947,none,female,high school,free/reduced,Section B,76,56,70
EXA023948,none,male,bachelor's degree,standard,Section D,86,73,68
EXA023949,none,male,some high school,standard,Section E,69,77,49
EXA023950,none,male,some college,free/reduced,Section D,52,77,88
EXA023951,completed,female,associate's degree,free/reduced,Section E,63,85,57
EXA023952,none,male,some college,standard,Section D,96,82,15
EXA023953,completed,male,some high school,free/reduced,Section B,80,61,76
EXA023954,none,male,some college,standard,Section C,59,68,58
EXA023955,none,female,high school,free/reduced,Section C,80,62,83
EXA023956,completed,male,associate's degree,free/reduced,Section E,65,73,90
EXA023957,completed,female,some high school,standard,Section D,74,82,76
EXA023958,none,male,some high school,standard,Section C,90,64,72
EXA023959,none,male,some high school,standard,Section E,69,77,82
EXA023960,none,female,high school,standard,Section E,69,45,93
EXA023961,none,male,some high school,standard,Section D,62,95,66
EXA023962,none,male,some college,free/reduced,Section C,67,79,77
EXA023963,none,female,some college,standard,Section D,89,54,47
EXA023964,none,female,high school,standard,Section A,79,74,72
EXA023965,none,female,some college,free/reduced,Section E,67,58,70
EXA023966,none,female,master's degree,standard,Section B,82,43,73
EXA023967,none,female,some high school,standard,Section A,63,57,81
EXA023968,completed,male,high school,free/reduced,Section B,71,46,80
EXA023969,completed,female,associate's degree,standard,Section B,55,71,72
EXA023970,none,male,master's degree,free/reduced,Section B,61,59,66
EXA023971,none,male,high school,standard,Section D,35,69,73
EXA023972,completed,male,some high school,standard,Section A,75,91,85
EXA023973,none,male,bachelor's degree,free/reduced,Section D,73,45,61
EXA023974,none,male,associate's degree,free/reduced,Section C,56,71,73
EXA023975,none,male,master's degree,standard,Section C,80,69,68
EXA023976,completed,female,some high school,free/reduced,Section E,83,53,55
EXA023977,none,male,associate's degree,standard,Section A,64,68,72
EXA023978,completed,male,associate's degree,free/reduced,Section D,23,71,36
EXA023979,none,male,some college,free/reduced,Section C,41,86,73
EXA023980,none,female,some college,standard,Section C,61,70,53
EXA023981,completed,female,bachelor's degree,standard,Section D,63,63,66
EXA023982,none,male,bachelor's degree,standard,Section D,84,56,81
EXA023983,completed,male,master's degree,standard,Section C,55,45,72
EXA023984,none,male,associate's degree,free/reduced,Section C,85,65,41
EXA023985,completed,female,high school,standard,Section C,65,68,68
EXA023986,none,female,some college,standard,Section B,88,57,44
EXA023987,none,male,associate's degree,free/reduced,Section D,91,61,60
EXA023988,none,female,high school,free/reduced,Section B,51,96,83
EXA023989,none,male,some college,standard,Section C,73,87,66
EXA023990,none,male,some college,standard,Section D,73,60,79
EXA023991,none,female,some college,standard,Section A,100,53,75
EXA023992,none,female,bachelor's degree,standard,Section B,48,66,63
EXA023993,completed,female,high school,free/reduced,Section C,98,86,56
EXA023994,completed,female,associate's degree,standard,Section D,68,59,84
EXA023995,none,female,high school,free/reduced,Section E,64,55,62
EXA023996,completed,female,high school,free/reduced,Section E,72,68,75
EXA023997,none,female,some college,standard,Section C,63,68,77
EXA023998,none,male,some college,standard,Section C,43,67,65
EXA023999,completed,male,high school,standard,Section D,80,77,59
EXA024000,completed,male,associate's degree,free/reduced,Section A,71,51,37
EXA024001,completed,female,some college,free/reduced,Section B,91,76,86
EXA024002,completed,female,high school,free/reduced,Section D,68,57,36
EXA024003,none,male,some high school,standard,Section D,73,72,78
EXA024004,none,male,some college,standard,Section B,75,78,78
EXA024005,none,female,high school,standard,Section A,83,88,51
EXA024006,none,male,master's degree,standard,Section B,88,73,63
EXA024007,none,male,master's degree,free/reduced,Section C,59,75,66
EXA024008,none,male,some college,free/reduced,Section C,74,85,67
EXA024009,completed,female,some high school,standard,Section E,43,68,71
EXA024010,none,female,associate's degree,free/reduced,Section A,76,76,69
EXA024011,completed,male,some college,free/reduced,Section C,74,80,44
EXA024012,none,female,some college,standard,Section B,69,86,72
EXA024013,none,male,bachelor's degree,standard,Section C,62,57,72
EXA024014,none,female,associate's degree,standard,Section C,61,62,43
EXA024015,completed,female,some high school,free/reduced,Section B,88,83,42
EXA024016,none,male,some college,free/reduced,Section E,64,78,100
EXA024017,none,female,associate's degree,standard,Section A,65,44,54
EXA024018,completed,male,some college,free/reduced,Section A,73,96,56
EXA024019,completed,female,some college,free/reduced,Section C,50,47,51
EXA024020,none,female,some college,free/reduced,Section B,63,57,50
EXA024021,none,female,high school,standard,Section A,98,81,47
EXA024022,completed,female,some college,free/reduced,Section C,90,94,47
EXA024023,none,female,some college,standard,Section D,64,60,74
EXA024024,none,male,high school,free/reduced,Section C,38,57,75
EXA024025,none,female,high school,standard,Section D,84,27,80
EXA024026,none,female,some college,standard,Section B,81,79,99
EXA024027,none,male,some college,standard,Section D,82,100,83
EXA024028,completed,male,master's degree,standard,Section E,64,75,61
EXA024029,none,male,some high school,standard,Section D,55,89,74
EXA024030,none,female,some high school,standard,Section C,59,69,54
EXA024031,completed,male,some high school,standard,Section C,83,85,70
EXA024032,none,female,master's degree,standard,Section C,76,78,82
EXA024033,none,female,some high school,standard,Section C,83,66,54
EXA024034,completed,female,bachelor's degree,standard,Section E,69,64,78
EXA024035,completed,male,some high school,free/reduced,Section D,43,82,46
EXA024036,none,female,associate's degree,standard,Section C,52,75,93
EXA024037,completed,male,high school,free/reduced,Section D,56,61,73
EXA024038,none,male,high school,free/reduced,Section A,47,100,52
EXA024039,completed,female,some high school,free/reduced,Section E,71,62,80
EXA024040,none,female,some high school,free/reduced,Section A,66,66,63
EXA024041,completed,female,bachelor's degree,free/reduced,Section B,81,55,40
EXA024042,completed,male,some college,standard,Section E,85,64,60
EXA024043,none,male,associate's degree,free/reduced,Section D,76,61,44
EXA024044,none,male,master's degree,free/reduced,Section D,50,71,62
EXA024045,none,male,associate's degree,free/reduced,Section C,76,69,55
EXA024046,none,female,associate's degree,standard,Section C,65,76,62
EXA024047,none,female,associate's degree,standard,Section D,59,73,98
EXA024048,none,male,master's degree,standard,Section B,84,78,41
EXA024049,none,female,master's degree,standard,Section C,85,62,70
EXA024050,none,male,bachelor's degree,standard,Section D,61,48,55
EXA024051,none,female,some high school,standard,Section C,73,70,48
EXA024052,none,male,some college,standard,Section D,82,77,67
EXA024053,none,male,associate's degree,free/reduced,Section C,75,89,76
EXA024054,none,female,some college,standard,Section C,91,48,80
EXA024055,none,male,high school,free/reduced,Section C,67,73,63
EXA024056,none,male,high school,free/reduced,Section C,62,67,63
EXA024057,none,male,high school,standard,Section B,61,84,53
EXA024058,none,male,associate's degree,standard,Section D,66,81,44
EXA024059,completed,female,some college,standard,Section D,59,66,62
EXA024060,none,female,associate's degree,free/reduced,Section B,88,80,67
EXA024061,none,male,high school,standard,Section B,67,79,63
EXA024062,none,female,bachelor's degree,free/reduced,Section D,91,78,63
EXA024063,none,male,high school,standard,Section B,87,51,99
EXA024064,none,female,bachelor's degree,free/reduced,Section D,83,72,87
EXA024065,completed,female,bachelor's degree,standard,Section E,70,76,61
EXA024066,none,male,associate's degree,standard,Section E,83,74,58
EXA024067,none,female,high school,standard,Section C,49,48,64
EXA024068,none,male,associate's degree,standard,Section C,65,68,83
EXA024069,none,male,some high school,free/reduced,Section B,50,65,53
EXA024070,completed,male,some high school,standard,Section B,62,69,52
EXA024071,completed,female,some college,standard,Section E,56,77,69
EXA024072,completed,female,associate's degree,standard,Section B,44,75,70
EXA024073,none,female,some high school,standard,Section B,63,76,64
EXA024074,completed,female,some college,standard,Section D,72,79,67
EXA024075,completed,male,high school,standard,Section B,64,65,43
EXA024076,none,male,associate's degree,standard,Section E,61,67,64
EXA024077,none,male,associate's degree,standard,Section B,82,68,49
EXA024078,none,female,master's degree,free/reduced,Section C,57,66,72
EXA024079,none,female,some college,standard,Section B,43,97,76
EXA024080,completed,male,some college,free/reduced,Section E,69,66,87
EXA024081,completed,male,some college,standard,Section D,62,68,76
EXA024082,none,male,high school,standard,Section D,60,49,79
EXA024083,none,male,some high school,free/reduced,Section E,81,50,80
EXA024084,none,male,associate's degree,standard,Section B,68,84,68
EXA024085,completed,male,master's degree,free/reduced,Section D,65,65,74
EXA024086,none,male,some college,standard,Section C,59,39,82
EXA024087,none,male,some high school,free/reduced,Section D,81,95,82
EXA024088,none,male,some college,standard,Section B,84,70,58
EXA024089,none,male,some college,standard,Section D,56,63,65
EXA024090,none,male,some high school,standard,Section C,71,68,77
EXA024091,none,female,associate's degree,free/reduced,Section B,93,42,83
EXA024092,none,male,bachelor's degree,free/reduced,Section C,77,72,43
EXA024093,completed,male,some college,free/reduced,Section D,50,50,89
EXA024094,completed,male,some college,standard,Section A,75,67,55
EXA024095,none,male,associate's degree,standard,Section D,64,58,60
EXA024096,none,male,master's degree,free/reduced,Section C,77,60,75
EXA024097,completed,female,bachelor's degree,standard,Section D,64,86,93
EXA024098,completed,female,master's degree,standard,Section A,71,56,52
EXA024099,none,male,associate's degree,standard,Section B,58,76,62
EXA024100,none,female,some high school,free/reduced,Section B,47,68,19
EXA024101,completed,male,some college,standard,Section A,57,45,84
EXA024102,completed,female,high school,free/reduced,Section E,82,64,100
EXA024103,completed,male,some college,free/reduced,Section C,53,79,73
EXA024104,none,male,some high school,standard,Section D,89,84,96
EXA024105,completed,male,associate's degree,standard,Section A,89,90,60
EXA024106,completed,female,bachelor's degree,free/reduced,Section C,75,69,81
EXA024107,completed,male,high school,standard,Section C,62,70,75
EXA024108,none,female,high school,standard,Section E,63,82,69
EXA024109,completed,male,high school,free/reduced,Section B,100,50,64
EXA024110,completed,female,high school,standard,Section D,62,77,86
EXA024111,completed,male,associate's degree,standard,Section E,75,73,74
EXA024112,none,male,some high school,standard,Section C,51,64,64
EXA024113,none,male,master's degree,standard,Section C,74,70,100
EXA024114,none,male,some college,standard,Section A,66,85,63
EXA024115,completed,female,master's degree,standard,Section C,52,87,59
EXA024116,none,female,high school,standard,Section C,69,66,61
EXA024117,none,male,some high school,standard,Section E,46,47,64
EXA024118,none,female,some college,standard,Section E,74,68,57
EXA024119,completed,male,bachelor's degree,standard,Section E,100,80,87
EXA024120,completed,female,associate's degree,free/reduced,Section D,83,89,70
EXA024121,none,male,some high school,standard,Section E,82,96,76
EXA024122,completed,male,associate's degree,standard,Section B,58,56,69
EXA024123,completed,male,high school,free/reduced,Section C,59,59,68
EXA024124,none,male,some college,standard,Section D,77,68,57
EXA024125,none,male,high school,standard,Section A,61,89,53
EXA024126,completed,female,associate's degree,free/reduced,Section B,85,52,72
EXA024127,completed,male,some college,standard,Section C,59,86,70
EXA024128,completed,female,some college,standard,Section E,71,69,83
EXA024129,none,female,high school,free/reduced,Section B,52,30,54
EXA024130,none,male,some high school,standard,Section E,62,53,77
EXA024131,none,female,high school,standard,Section C,47,78,59
EXA024132,completed,male,associate's degree,standard,Section E,96,79,87
EXA024133,none,female,some college,standard,Section C,48,67,70
EXA024134,none,female,some college,standard,Section E,20,70,68
EXA024135,none,male,associate's degree,standard,Section D,70,93,78
EXA024136,none,female,associate's degree,free/reduced,Section C,59,90,75
EXA024137,completed,male,master's degree,standard,Section E,80,88,74
EXA024138,none,female,some high school,free/reduced,Section D,83,68,51
EXA024139,completed,male,associate's degree,free/reduced,Section A,75,57,66
EXA024140,none,female,high school,standard,Section E,73,72,71
EXA024141,none,female,some college,standard,Section C,78,33,73
EXA024142,none,female,some college,standard,Section D,94,67,33
EXA024143,none,female,associate's degree,standard,Section D,46,58,71
EXA024144,none,female,associate's degree,free/reduced,Section D,77,62,70
EXA024145,none,female,master's degree,standard,Section C,63,89,68
EXA024146,none,female,some college,free/reduced,Section C,64,65,79
EXA024147,none,male,some high school,standard,Section D,60,94,73
EXA024148,none,female,some high school,standard,Section C,74,64,82
EXA024149,none,female,bachelor's degree,free/reduced,Section B,67,97,76
EXA024150,none,female,high school,standard,Section C,78,57,58
EXA024151,completed,female,high school,free/reduced,Section C,88,55,67
EXA024152,none,male,some college,standard,Section E,52,87,68
EXA024153,none,male,high school,standard,Section C,88,87,71
EXA024154,none,male,high school,standard,Section E,78,92,85
EXA024155,none,female,bachelor's degree,standard,Section B,55,49,64
EXA024156,none,female,bachelor's degree,standard,Section E,71,49,66
EXA024157,none,female,some high school,standard,Section C,75,58,43
EXA024158,completed,female,some high school,standard,Section D,62,73,37
EXA024159,completed,male,associate's degree,free/reduced,Section C,66,53,88
EXA024160,none,male,some college,standard,Section C,39,80,67
EXA024161,completed,female,some college,standard,Section B,85,61,33
EXA024162,none,female,some high school,standard,Section E,46,32,93
EXA024163,none,female,high school,standard,Section D,57,92,62
EXA024164,completed,male,some high school,standard,Section A,65,89,65
EXA024165,none,male,some college,free/reduced,Section B,86,75,67
EXA024166,none,female,associate's degree,standard,Section D,59,55,35
EXA024167,none,male,associate's degree,standard,Section B,49,85,79
EXA024168,none,male,master's degree,free/reduced,Section D,51,62,47
EXA024169,completed,male,high school,standard,Section D,53,60,74
EXA024170,none,male,high school,standard,Section C,82,71,51
EXA024171,completed,male,bachelor's degree,standard,Section C,51,65,57
EXA024172,completed,female,high school,standard,Section B,74,50,89
EXA024173,completed,male,high school,free/reduced,Section D,73,81,57
EXA024174,completed,male,some college,free/reduced,Section C,42,90,73
EXA024175,none,female,master's degree,standard,Section D,41,65,70
EXA024176,completed,male,some college,standard,Section D,84,90,44
EXA024177,none,female,some college,free/reduced,Section E,64,76,59
EXA024178,none,female,high school,standard,Section C,74,83,72
EXA024179,none,male,associate's degree,standard,Section C,91,80,78
EXA024180,none,male,bachelor's degree,free/reduced,Section D,67,75,90
EXA024181,none,male,some high school,standard,Section C,54,73,71
EXA024182,none,male,master's degree,standard,Section E,44,59,71
EXA024183,completed,male,associate's degree,standard,Section D,65,63,81
EXA024184,none,male,high school,standard,Section B,37,56,41
EXA024185,none,female,bachelor's degree,free/reduced,Section D,58,83,78
EXA024186,none,male,high school,free/reduced,Section C,69,100,69
EXA024187,none,female,bachelor's degree,standard,Section B,64,38,55
EXA024188,completed,male,some college,free/reduced,Section B,70,67,73
EXA024189,none,female,some high school,standard,Section C,55,84,94
EXA024190,completed,female,associate's degree,standard,Section C,45,72,83
EXA024191,none,male,some high school,standard,Section D,80,68,63
EXA024192,none,female,high school,free/reduced,Section D,77,75,32
EXA024193,none,male,some college,standard,Section D,57,81,69
EXA024194,none,male,bachelor's degree,standard,Section B,67,86,82
EXA024195,none,male,some college,free/reduced,Section D,68,44,96
EXA024196,none,male,associate's degree,free/reduced,Section C,49,65,100
EXA024197,none,male,bachelor's degree,free/reduced,Section C,42,90,63
EXA024198,none,male,associate's degree,standard,Section D,96,79,52
EXA024199,none,female,associate's degree,standard,Section A,55,50,62
EXA024200,none,female,some high school,free/reduced,Section B,70,53,87
EXA024201,none,female,bachelor's degree,standard,Section D,51,41,51
EXA024202,none,female,some college,free/reduced,Section D,27,46,84
EXA024203,completed,male,associate's degree,standard,Section E,60,65,65
EXA024204,none,male,associate's degree,free/reduced,Section E,44,66,26
EXA024205,none,female,associate's degree,standard,Section C,63,60,47
EXA024206,none,male,some high school,standard,Section A,72,74,74
EXA024207,none,male,some college,free/reduced,Section D,82,91,65
EXA024208,completed,male,some college,free/reduced,Section C,82,65,73
EXA024209,none,female,associate's degree,standard,Section C,70,57,75
EXA024210,completed,female,some high school,free/reduced,Section A,76,40,94
EXA024211,none,male,some high school,standard,Section B,62,56,89
EXA024212,completed,female,associate's degree,standard,Section C,58,65,81
EXA024213,none,female,high school,free/reduced,Section E,61,98,75
EXA024214,none,female,some college,standard,Section C,88,100,59
EXA024215,completed,female,associate's degree,standard,Section B,61,100,70
EXA024216,none,female,some high school,free/reduced,Section E,88,59,32
EXA024217,none,female,some college,standard,Section E,57,66,64
EXA024218,none,female,bachelor's degree,standard,Section E,92,75,54
EXA024219,none,female,some high school,free/reduced,Section B,80,71,61
EXA024220,none,female,some high school,standard,Section C,62,94,87
EXA024221,completed,female,bachelor's degree,standard,Section B,71,49,69
EXA024222,completed,female,high school,standard,Section C,54,74,91
EXA024223,completed,female,some college,standard,Section E,43,66,63
EXA024224,completed,female,some college,standard,Section C,51,73,91
EXA024225,none,male,high school,standard,Section B,57,74,61
EXA024226,none,female,some college,free/reduced,Section C,62,57,46
EXA024227,none,male,master's degree,free/reduced,Section C,48,77,90
EXA024228,none,male,high school,standard,Section D,61,59,89
EXA024229,none,male,some high school,standard,Section C,94,89,97
EXA024230,none,male,associate's degree,standard,Section B,44,59,47
EXA024231,none,male,high school,standard,Section C,56,70,43
EXA024232,none,female,high school,free/reduced,Section C,68,40,56
EXA024233,none,female,high school,standard,Section C,61,69,65
EXA024234,completed,female,some college,standard,Section C,49,69,54
EXA024235,completed,female,bachelor's degree,standard,Section A,71,39,75
EXA024236,completed,female,bachelor's degree,standard,Section B,78,56,57
EXA024237,none,male,some high school,free/reduced,Section E,74,70,28
EXA024238,none,female,high school,standard,Section B,66,63,93
EXA024239,none,male,bachelor's degree,free/reduced,Section B,61,66,89
EXA024240,none,male,associate's degree,standard,Section D,59,49,81
EXA024241,none,male,some high school,standard,Section C,49,56,51
EXA024242,none,male,associate's degree,standard,Section C,61,97,84
EXA024243,completed,male,some high school,standard,Section E,54,56,66
EXA024244,none,male,some high school,standard,Section C,45,61,55
EXA024245,completed,male,some high school,standard,Section D,81,77,70
EXA024246,none,female,bachelor's degree,standard,Section E,71,74,56
EXA024247,none,female,bachelor's degree,free/reduced,Section A,67,61,61
EXA024248,none,male,master's degree,standard,Section D,56,66,87
EXA024249,completed,female,master's degree,standard,Section D,60,92,97
EXA024250,none,male,some high school,standard,Section D,95,55,62
EXA024251,completed,male,associate's degree,standard,Section D,60,71,90
EXA024252,none,female,some high school,standard,Section C,60,49,78
EXA024253,none,female,associate's degree,standard,Section A,82,62,79
EXA024254,completed,male,associate's degree,free/reduced,Section A,78,77,76
EXA024255,none,male,some high school,standard,Section D,57,77,84
EXA024256,none,female,associate's degree,standard,Section B,72,75,64
EXA024257,none,male,some college,standard,Section C,37,68,55
EXA024258,none,male,some college,standard,Section C,72,79,67
EXA024259,completed,female,high school,standard,Section A,52,84,53
EXA024260,none,male,high school,standard,Section E,80,58,86
EXA024261,none,male,high school,standard,Section D,89,67,96
EXA024262,completed,female,some college,standard,Section D,84,71,46
EXA024263,none,male,associate's degree,standard,Section D,67,67,68
EXA024264,none,female,some college,free/reduced,Section D,59,44,81
EXA024265,none,male,some college,free/reduced,Section B,95,66,62
EXA024266,none,female,associate's degree,standard,Section D,71,50,65
EXA024267,none,male,some high school,standard,Section C,72,86,77
EXA024268,none,female,associate's degree,standard,Section E,83,65,72
